,Feedstock flow (kg/hr),Feedstock capacity (million MT/yr),HMF MPSP [$/kg],MFPP [$/MT],Biodiesel MPSP [$/kg],HMF GWP (Energy) [kg CO2-eq/kg HMF],HMF GWP (Economic) [kg CO2-eq/kg HMF],HMF GWP (Displacement) [kg CO2-eq/kg HMF],Biodiesel GWP (Energy) [kg CO2-eq/kg biodiesel],Biodiesel GWP (Economic) [kg CO2-eq/kg biodiesel]
352,571820.9666,4.53,13.8325414,42.31356952,1.397790031,3.481968988,45.579,38.09185352,6.159465438,4.010195601
353,573086.7573,4.54,13.93189658,42.12940073,1.402244854,3.506902142,45.908,39.2605303,6.203571203,4.039122326
354,574352.548,4.55,13.76176623,42.44477953,1.394619956,3.515694996,46.023,39.66681316,6.219125413,4.049245646
355,575618.3388,4.56,13.87334124,42.23795843,1.399622504,3.526559498,46.165,40.17013353,6.238344287,4.061771147
356,576884.1295,4.57,13.85756099,42.26721704,1.398916366,3.537369789,46.298,40.61519487,6.257467265,4.073445923
357,578149.9203,4.58,13.95961536,42.07804391,1.403492063,3.562185726,46.625,41.77841748,6.301365676,4.102235998
358,579415.711,4.59,13.78998143,42.39250343,1.395889597,3.570869103,46.739,42.17962747,6.316726227,4.11223127
359,580681.5017,4.60,13.75341261,42.4602983,1.394251667,3.581621637,46.879,42.67775688,6.335747034,4.12462566
360,581947.2925,4.61,13.39486385,43.1227475,1.378918269,3.288931632,43.104,29.25599451,5.81798999,3.792470514
361,583213.0832,4.62,13.79114762,42.39028734,1.39615989,3.323818376,43.53,30.79901559,5.879703261,3.829936825
362,584478.874,4.63,13.65692574,42.639172,1.390032759,3.336020448,43.677,31.34845506,5.901288244,3.842881684
363,585744.6647,4.64,13.63961233,42.67127805,1.389204578,3.348551666,43.837,31.91978604,5.923455472,3.856907737
364,587010.4554,4.65,13.70814844,42.54423833,1.392252011,3.361378784,44.002,32.50447461,5.946146136,3.871429178
365,588276.2462,4.66,13.81582987,42.34463305,1.397066849,3.386891288,44.337,33.69763523,5.991276747,3.900917098
366,589542.0369,4.67,13.78808002,42.39608012,1.395818825,3.396097636,44.457,34.12200214,6.007562413,3.911470924
367,590807.8276,4.68,13.75354519,42.46010474,1.394269542,3.407306099,44.604,34.64174334,6.027389742,3.924384296
368,592073.6184,4.69,13.73869074,42.48764729,1.393603704,3.418427515,44.741,35.10230993,6.047063085,3.936452181
369,593339.4091,4.70,13.83860807,42.30243366,1.39808265,3.443524373,45.071,36.27838871,6.091458436,3.965552018
370,594605.1999,4.71,13.67077682,42.61355443,1.390561267,3.452501395,45.189,36.6930889,6.107338433,3.975882406
371,595870.9906,4.72,13.77361569,42.42292477,1.395171572,3.463535099,45.333,37.20415587,6.126856619,3.988597981
372,597136.7813,4.73,13.7851099,42.40162378,1.395687832,3.474549739,45.483,37.74874752,6.146341081,4.001769513
373,598402.5721,4.74,13.88462216,42.21716027,1.40014906,3.499515294,45.812,38.918358,6.190504161,4.030723589
374,599668.3628,4.75,13.71725768,42.52741659,1.392648942,3.508379263,45.928,39.32785741,6.206184172,4.040926807
375,600934.1536,4.76,13.68198002,42.59281852,1.391068975,3.519299036,46.071,39.83368868,6.225500817,4.053514201
376,602199.9443,4.77,13.784266,42.40321288,1.395654466,3.530197367,46.214,40.33846091,6.244779534,4.066076015
377,603465.735,4.78,13.88933489,42.20844811,1.400364625,3.555052032,46.542,41.50337979,6.288746453,4.094912916
378,604731.5258,4.79,13.77953102,42.41200254,1.395444534,3.563808537,46.656,41.90687959,6.304236364,4.104977981
379,605997.3165,4.80,13.6530713,42.64643299,1.389777977,3.573679095,46.786,42.36861442,6.321696992,4.116421289
380,607263.1073,4.81,13.42320391,43.07007338,1.380187731,3.282570806,43.019,28.94499592,5.806737941,3.784944116
381,608528.898,4.82,13.6996352,42.56149713,1.392042184,3.315680855,43.418,30.39289656,5.865308307,3.820107311
382,609794.6887,4.83,13.66310556,42.62803441,1.390383047,3.327827951,43.572,30.96891123,5.88679604,3.833651038
383,611060.4795,4.84,13.65786694,42.63759506,1.390070276,3.340825041,43.737,31.5531373,5.909787379,3.848139147
384,612326.2702,4.85,13.88273765,42.22072293,1.40010974,3.368241291,44.095,32.82877019,5.95828564,3.879597635
385,613592.061,4.86,13.70469099,42.55078037,1.392114225,3.377529104,44.214,33.25412144,5.974715415,3.890139519
386,614857.8517,4.87,13.80878845,42.35781436,1.396771938,3.388939942,44.363,33.7809651,5.994900737,3.903221233
387,616123.6424,4.88,13.77566542,42.41922221,1.395284697,3.400221434,44.51,34.30247664,6.014857249,3.91618806
388,617389.4332,4.89,13.87868154,42.22826087,1.399900615,3.425427826,44.843,35.48507626,6.05944636,3.945428854
389,618655.2239,4.90,13.71854051,42.52512984,1.392724043,3.434471051,44.961,35.90253483,6.075443467,3.955828945
390,619921.0147,4.91,13.68442678,42.58837447,1.391195895,3.445578821,45.106,36.41675057,6.095092673,3.968625564
391,621186.8054,4.92,13.7859399,42.40019901,1.395746082,3.456659805,45.251,36.92970163,6.114694496,3.981392108
392,622452.5961,4.93,13.77136266,42.42722754,1.395093772,3.467688223,45.388,37.38856731,6.13420333,3.993383132
393,623718.3869,4.94,13.89960983,42.18949293,1.400842109,3.493145477,45.724,38.58523461,6.179236206,4.022956956
394,624984.1776,4.95,13.70726674,42.54605799,1.392223408,3.501618992,45.835,38.97633471,6.194225519,4.032703855
395,626249.9684,4.96,13.67579758,42.60440033,1.390814204,3.512576298,45.978,39.48378464,6.213608561,4.045330235
396,627515.7591,4.97,13.68675259,42.58409805,1.391306207,3.522613822,46.11,39.95233811,6.231364543,4.056949206
397,628781.5498,4.98,13.87915225,42.22743868,1.399930068,3.548454236,46.45,41.15990645,6.277075214,4.086874761
398,630047.3406,4.99,13.71231497,42.53672269,1.392453854,3.557250593,46.565,41.56581555,6.292635621,4.096991439
399,631313.1313,5.00,13.67864723,42.59914079,1.39094614,3.568117442,46.708,42.06896718,6.311858648,4.109511312
